pull_id,pull_no,title,body
708055091,11171,b'RavenDB-15538: Missing attachment break replication #2',b''
708042693,11170,b'RavenDB-15612 Display the node which ran the periodic backup task',b''
708035617,11169,b'RavenDB-15652 Register the known missing entities on conditional load',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15652'
707990898,11168,b'RavenDB-15607 Separate icons for one-time manual backup & periodic-ba\xe2\x80\xa6',b'\xe2\x80\xa6ckups'
707951185,11167,b'4.2 to 5.0 merge',b''
707339027,11166,b'RavenDB-15615 Track not found documents on `Load`',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15615'
707215128,11165,b'RavenDB-11140 backup now studio work',b''
707164952,11164,b'RavenDB-15366 Additional information to investigate the issue',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15366'
706453436,11163,b'RavenDB-15041: ProcessResponse in synchronized manner',b''
706406811,11162,"b""RavenDB-15643 - Configuration value isn't visible when using an operator certificate""",b''
706388014,11161,b'RavenDB-11299: Add support for RavenQuery.CmpXchg single projection q\xe2\x80\xa6',b'\xe2\x80\xa6uery'
706306796,11160,b'RavenDB-15582 Use extended auto index only if it reaches the narrow index Etag',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15582'
706229349,11159,b'RavenDB-15020 : Additional time series functions',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15020'
706221559,11158,b'RavenDB-15642 updated to .NET 5.0 RC1',b''
706172342,11157,b'5.0 to 5.1 merge',b''
706166705,11156,b'4.2 to 5.0 merge',b''
706162060,11155,b'RavenDB-7070 updated to .NET Core 3.1.8',b''
706134810,11154,b'RavenDB-15582 Use extended auto index only if it reaches the narrow index Etag',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15582'
706094893,11153,"b""RavenDB-15542 Fix Sink task name on graph & Remove 'pull' prefix from\xe2\x80\xa6""",b'\xe2\x80\xa6 page wherever necessary'
706089225,11152,"b""RavenDB-13475 Can't see the full error message when failing to add a \xe2\x80\xa6""",b'\xe2\x80\xa6node to the cluster'
705602847,11151,b'RavenDB-15596 ETL fixes',"b'- process ETL items by the etag order\r\n- Break large time series ETL into several batches\r\n- Filter only after extraction, otherwise we might move the etag too far and skip items'"
705484963,11150,b'RavenDB-15640 Allow to disable remote api calls for secured deployments',b''
705120778,11149,b'RavenDB-15589 Implement aggressive caching on lazy queries',b''
705109015,11148,b'RavenDB-15572 Missing alert about unsaved changed',b''
705103787,11147,b'RavenDB-15635 @all_docs subscription is not responding to updated doc\xe2\x80\xa6',b'\xe2\x80\xa6uments'
705100437,11146,b'RavenDB-13392 Add time limit text box in subscription test',b''
705094944,11145,b'RavenDB-15632 Optimizing memory utilization for tens of thousands on Voron instances',b''
705090010,11144,"b'RavenDB-14370 Cannot edit name of server certificate, confusing error'",b''
705084102,11143,b'RavenDB-15614 Add Snapshot Compression Options to Server-Wide Backup',b''
705082170,11142,b'RavenDB-14374 RegEx that parses configuration options is not working \xe2\x80\xa6',b'\xe2\x80\xa6properly'
705080295,11141,b'RavenDB-15301 Timings Graph - Highlight relevant section when hoverin\xe2\x80\xa6',b'\xe2\x80\xa6g over graph legend'
705060546,11140,"b'RavenDB-14314 Highlight the first result from ""go to document"" search\xe2\x80\xa6'",b'\xe2\x80\xa6 box'
704993436,11139,"b""RavenDB-9398 Manage Database Group View - Missing 'dirty' behaviour  \xe2\x80\xa6""",b'\xe2\x80\xa6for re-ordering nodes'
704942593,11138,b'RavenDB-15577 Timeseries badge is not getting updated when opening a \xe2\x80\xa6',b'\xe2\x80\xa6revision'
704917815,11137,b'RavenDB-13632 Document View: Undefined in Attachments Tab',b''
704916377,11136,b'RavenDB-13631 Hide Save & Delete Buttons when in Compare Revisions View',b''
704915494,11135,b'RavenDB-12703 All delete items dialogs should have the name of the de\xe2\x80\xa6',b'\xe2\x80\xa6leted object visible.'
704914109,11134,b'RavenDB-14676 fixed tooltips for expiration and refresh warnings',b''
704909476,11133,b'RavenDB-15074 Allow to pass a flag that will avoid the feedback notic\xe2\x80\xa6',b'\xe2\x80\xa6e in the Studio'
704872097,11132,b'RavenDB-13208 invalid memory limits in studio cluster view.',b''
704861551,11131,b'RavenDB-13834 Out of bound line in the notification area',b''
704859632,11130,b'RavenDB-13224 Task list is not sorted correctly',b''
704856052,11129,b'RavenDB-13798 Show entire error',b''
704836578,11128,"b'RavenDB-13658 Index terms - ""Load more"" button visible when ""No entri\xe2\x80\xa6'","b'\xe2\x80\xa6es were found""'"
704647506,11127,b'Raven db 13956',b''
704320942,11126,b'5.0 to 5.1 merge',b''
704305606,11125,"b""RavenDB-15619 Notifications aren't opening""",b''
704268057,11124,b'4.2 to 5.0 merge',b''
703774152,11123,b'RavenDB-15621 - Reduce the response size of the /admin/debug/memory/stats endpoint',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15621'
703347129,11122,b'RavenDB-15459 Fix for day 31 in a month',b''
702845679,11121,b'RavenDB-11140: Add more info to backup status',b''
702738835,11120,"b""Fixing the build because TaskCreationOptions.RunContinuationsAsynchronously isn't available on .net framework 4.5""",b''
702688049,11119,b'RavenDB-15611 Exclude databases from Server Wide Backup Task - Fix',b''
702676063,11118,"b""Making sure we aren't trying to continue on captured task's context.""",b''
702563671,11117,b'RavenDB-15608 Minor - test file rename',b''
702503641,11116,b'RavenDB-15608 - remove duplicates in _reduceKeyHashesToDelete',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15608'
701870096,11115,b'HRINT-1831 allow to specifity from/to for CopyTimeSeriesCommand',b'this will allow to split huge time-series into several chunks'
701704758,11114,b'Bulk insert session async all the way where possible',"b""It seems to me the bulk insertion due to the sync over async problem is suffering quite a bit of starvation issues under load. This is a quick attempt to make things better by providing async write overloads that allows proper async flow in case of\r\n\r\n```\r\n            // if we haven't flushed the previous one yet, we will force\r\n            // a disposal of both the previous one and the one before, to avoid\r\n```\r\n\r\ntechnically this is a breaking change but I assumed the low level interfaces can change given that they are not intended for public consumption."""
701678920,11113,b'Minor improvements to bulk inserts',b''
701078791,11111,b'RavenDB-14858 Prevent from NRE when journal was disposed meanwhile',b''
700967535,11110,b'Construct TCS with TaskCreationOptions.RunContinuationsAsynchronously in the PushContent',"b""Potentially related to #11108 \r\n\r\nI have not been able to investigate this in very thorough details but to me it seems due to the sync over async and blocking collection bridging not marking the TCS with `TaskCreationOptions.RunContinuationsAsynchronously` seems to be dangerous and potentially can cause deadlock scenarios under load\r\n\r\nThe whole code path is very similar to https://devblogs.microsoft.com/premier-developer/the-danger-of-taskcompletionsourcet-class/\r\n\r\nI'll leave it up to the experts to decide whether this change makes sense or not"""
700963719,11109,"b'RavenDB-15562 BlittableMetadataModifier check whole ""@timeseries"" string to prevent mismatch'",b'https://issues.hibernatingrhinos.com/issue/RavenDB-15562'
700903175,11107,b'RavenDB-14989 New Exception: CompareExchangeKeyTooBigException',b''
700615975,11106,b'RavenDB-15581 - choose the correct auto index when one of the indexes is idle',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15581'
700612697,11105,b'RavenDB-15581 - choose the correct auto index when one of the indexes is idle',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15581'
700587472,11104,b'RavenDB-13585 Allow to exclude databases from Server Wide Backup Task',b''
700574733,11103,b'RavenDB-15592 ETL time-series - add time-series explicitly with not range',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15592'
700564796,11102,b'RavenDB-15591 fix time-series streaming',b''
700553058,11101,b'RavenDB-15478 Killing faceted query seems not to work',b''
700505146,11100,b'RavenDB-12607 Analyzer Info not showing when index is defined from th\xe2\x80\xa6',"b""\xe2\x80\xa6e client + Show default analyzer used when indexing is 'Exact' or 'Default'"""
699108563,11099,b'5.0 to 5.1 merge',b''
697988925,11098,b'4.2 to 5.0 merge',b''
696888094,11097,"b""RavenDB-15581 - Dynamic query optimizer isn't using the correct index""",b'https://issues.hibernatingrhinos.com/issue/RavenDB-15581'
696747861,11096,b'RavenDB-15385 Database Record View: Add a toggle to hide empty values\xe2\x80\xa6',b'\xe2\x80\xa6 (Empty values are shown by default)'
696549056,11095,b'RavenDB-15366 More details on failing tests',"b""https://issues.hibernatingrhinos.com/issue/RavenDB-15366\r\n\r\nI couldn't reproduce\r\nBut it seems that the client thinks there where modifications to the document so I added information to facilitate further investigations"""
696505269,11094,b'RavenDB-14229 Allow to group by additional values from the timeseries tag',"b'things to note:\r\n1. this will have a performance penalty, since we need to iterate over each individual value\r\n2. the (time) order of results is not guaranteed when using interpolation. (so we can\'t assume it in general)\r\n3. returned result contains new field ""Key"" which is simply the ToString of the grouped by field'"
695954710,11093,b'RavenDB-15524 Min swap size configuration',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15524'
695873922,11092,b'RavenDB-14386 Copy time series when cloning document',b''
695837820,11091,b'RavenDB-15576 - fix DataMisalignedException for empty arrays',b''
695820619,11090,b'RDBCL-1575: Add more logs to PeriodicBackupRunner',b''
695755829,11089,b'RavenDB-15549 Fix tooltip in ETL task view',b''
695748580,11088,b'RavenDB-15531 Session changes are not updated after tracked entity is\xe2\x80\xa6',b'\xe2\x80\xa6 refreshed'
694452568,11087,b'RavenDB-15089 Add studio configuration to collapse document',b''
694377850,11086,b'RavenDB-15300 Creating new server-wide backup while only updating the name fixed',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15300'
694343463,11085,b'RavenDB-15041: Add ConditionalLoad and ConditionalLoadAsync methods t\xe2\x80\xa6',b'\xe2\x80\xa6o Client API'
694317549,11084,b'RavenDB-14900 TimeSeries client API - Expand DocumentQuery integaration',b'https://issues.hibernatingrhinos.com/issue/RavenDB-14900'
694302475,11083,b'RavenDB-15554 OnAfterConversionToEntity is missing on the session (on\xe2\x80\xa6',b'\xe2\x80\xa6ly on document store)'
694298823,11082,b'RavenDB-15564 Getting a distinct numeric (decimal) value will try to \xe2\x80\xa6',b'\xe2\x80\xa6parse the returned string using the local culture'
693599855,11081,b'RavenDB-12607 Analyzer Info is not showing when index is defined from\xe2\x80\xa6',b'\xe2\x80\xa6 the client'
693052616,11080,b'[RavenDB-15543] Hover Behavior for SQL ETL Tasks Views',b''
692141690,11079,b'RavenDB-15107  Filtered replication - Changed to Internal',"b""Leaving `'Response'` for now as `ReplicationHubAccessResult` is already used in\r\n\r\nhttps://github.com/ravendb/ravendb/blob/dd4d680c333b5a72be837f47c21e1f91b92729d8/src/Raven.Client/Documents/Operations/Replication/ReplicationHubAccessResult.cs#L3"""
691945296,11078,b'RavenDB-15538: Missing attachment break replication',b''
691937174,11077,b'RavenDB-15565 LoadDocument performance regression when having fanout',b'Still need tests for that.'
691708048,11076,b'5.0 to 5.1 merge',b''
691652642,11075,b'RavenDB-14871 Test for user metadata property with length equals to RavenDb internal metadata property length & fix for @attachment',b'https://issues.hibernatingrhinos.com/issue/RavenDB-14871'
691192875,11074,b'RavenDB-15516 sinks should not affect hubs global change vector',"b'Note that we do not change the change vector of the document itself, but only the global database change vector.'"
691061234,11073,b'RavenDB-13548 Better auth message in chrome',b''
690840272,11072,"b""RavenDB-10228 IO Stats graph doesn't look good when having a lot of gaps""",b''
690107801,11071,b'RavenDB-14033 Only test for unreproducible issue',b'https://issues.hibernatingrhinos.com/issue/RavenDB-14033'
689874447,11070,b'RavenDB-14634 add LicenseRequiredTheory',b''
689866940,11069,b'RavenDB-15530 upon TS conflict prefer deleted values',b''
689311894,11068,b'RavenDB-13585 - Allow to exclude databases from Server Wide Backup Task',b''
689226576,11067,b'RavenDB-15427 Waiting for compressed file to be delete by time retention',b'RavenDB-15427'
689186291,11066,b'RavenDB-15042 Waiting to `ClientConfigurationEtag` to be updated in all nodes',b'https://issues.hibernatingrhinos.com/issue/RavenDB-15042'
689093901,11065,b'RavenDB-15532 fix upload categories order',b''
688016949,11063,b'RavenDB-7070 adjust version applied to assembly info file within vers\xe2\x80\xa6',b'\xe2\x80\xa6ion.ps1'
687879275,11061,b'RavenDB-15545 sign Lucene',b''
687274013,11059,b'RavenDB-14256: Throw and stop subscription worker when subscription c\xe2\x80\xa6',"b""\xe2\x80\xa6an't deserialize entity"""
687223197,11058,b'RavenDB-14164 :  TimeSeries client API - include documents during timeseries loading',b'https://issues.hibernatingrhinos.com/issue/RavenDB-14164'
687207733,11057,b'RavenDB-14655 Handling of tombstones in Pull Replication Hub',b''
687197877,11056,b'RavenDB-15539 Allow user to tell the session to ignore changes from e\xe2\x80\xa6',b'\xe2\x80\xa6ntities'
687186474,11055,b'RavenDB-15536 Typo in message on Studio',b''
687065364,11054,b'4.2 to 5.0 merge',b''
687059328,11053,b'RavenDB-15107 Studio work for Filtered Replication',b''
686279506,11052,b'RavenDB-14799 throw if database is already faulted',b''
686278450,11051,b'RavenDB-15047 - apply the fix only for .NET Core (lose type information when using ToArray)',b''
