issue_no,comment_no,comment_body
7628,423900575,b'SlowTests.Issues.RavenDB_8956.OptimizedSortOnlyQuery\r\nSlowTests.MailingList.SjurIndexingTests.TestIndexSortWithoutCriteria\r\n\r\nare failing now'
7625,424100488,"b""Iterator based to avoid allocations (even shared) altogether, and POSIX support. I may need someone like @aviviadi to take a look into it to ensure I didn't break anything... I have no way to test it without installing a whole linux environment on my end."""
7625,424232203,b'@redknightlois Please check failing tests: http://jenkins.hibernatingrhinos.com/job/PR_Tests_v4.1/1651/'
7625,424438050,"b'There is something weird on `SlowTests.Client.Attachments.AttachmentsSessionAsync.PutLotOfAttachments(1000)` and I would need a second pair of eyes. \r\n\r\nThe story goes like this:\r\n- The prefetch table is based on the size of the actual pager file. \r\n- The test is creating a memmap and the data suggest that there are many pages (1000+) of data, which makes sense given the name of the test.\r\n- When the prefetcher gets page `1148` at https://github.com/ravendb/ravendb/pull/7625/files#diff-ce617e4ca933be8605b0ed4c5b91de7dR558 it calculates the proper segment for it which is way beyond the reported size of the memmap (65K)...\r\n\r\nThe underlying issue is that page `1148` should be on position `Base + 1148 * 8Kb` which is waaaaay beyond the 65K reported as the memmap total size. Any idea? '"
7630,424699256,"b""@karmeli87 \r\nI've already merged https://github.com/ravendb/ravendb/pull/7629 as all tests were green there but just noticed there is one failure here related to disposal. Could you check it?\r\n\r\n```\r\nSlowTests.Issues.RavenDB_3864.can_use_conventions_with_create_indexes_async\r\n\r\nMESSAGE:\r\nSystem.AggregateException : Could not dispose test (Failed to RmRegisterResources (sessionHandle=0))\\r\\n---- System.ComponentModel.Win32Exception : Failed to RmRegisterResources (sessionHandle=0)\r\n+++++++++++++++++++\r\nSTACK TRACE:\r\n   at Raven.Server.Utils.ExceptionAggregator.ThrowIfNeeded() in c:\\Jenkins\\workspace\\PR_Tests_v4.0\\s\\src\\Raven.Server\\Utils\\ExceptionAggregator.cs:line 46\r\n   at ReflectionAbstractionExtensions.DisposeTestClass(ITest test, Object testClass, IMessageBus messageBus, ExecutionTimer timer, CancellationTokenSource cancellationTokenSource) in C:\\Dev\\xunit\\xunit\\src\\xunit.execution\\Extensions\\ReflectionAbstractionExtensions.cs:line 79\r\n----- Inner Stack Trace -----\r\n   at Raven.Client.Extensions.WhoIsLocking.GetProcessesUsingFile(String filePath) in c:\\Jenkins\\workspace\\PR_Tests_v4.0\\s\\src\\Raven.Client\\Extensions\\WhoIsLocking.cs:line 93\r\n   at Raven.Client.Extensions.WhoIsLocking.ThisFile(String path) in c:\\Jenkins\\workspace\\PR_Tests_v4.0\\s\\src\\Raven.Client\\Extensions\\WhoIsLocking.cs:line 20\r\n   at Raven.Server.Utils.IOExtensions.TryHandlingError(String directory, Int32 i, Exception e) in c:\\Jenkins\\workspace\\PR_Tests_v4.0\\s\\src\\Raven.Server\\Utils\\IOExtensions.cs:line 158\r\n   at Raven.Server.Utils.IOExtensions.DeleteDirectory(String directory) in c:\\Jenkins\\workspace\\PR_Tests_v4.0\\s\\src\\Raven.Server\\Utils\\IOExtensions.cs:line 140\r\n   at FastTests.RavenTestHelper.ClearDatabaseDirectory(String dataDir) in c:\\Jenkins\\workspace\\PR_Tests_v4.0\\s\\test\\Tests.Infrastructure\\RavenTestHelper.cs:line 69\r\n   at Raven.Server.Utils.ExceptionAggregator.Execute(Action action) in c:\\Jenkins\\workspace\\PR_Tests_v4.0\\s\\src\\Raven.Server\\Utils\\ExceptionAggregator.cs:line 28\r\n```\r\n"""
7587,424708848,b'@ml054 Please review again'
7630,424791390,b'Missed that one.. fixed :)'
7641,425009057,b'LGTM'
7628,425059986,b'Hopefully now is the charm'
7645,425067199,"b""Let's wait for CI test before we merge this one"""
7625,425167329,"b'Interesting new issue:\r\n```\r\nError occurred during flushing journals to the data file\r\nVoron.Exceptions.VoronUnrecoverableErrorException: Error occurred during flushing journals to the data file ---> System.OverflowException: Array dimensions exceeded supported range.\r\n   at Voron.Platform.Win32.WindowsMemoryMapPager.AllocateMorePages(Int64 newLength) in S:\\Source\\ravendb-40.git\\src\\Voron\\Platform\\Win32\\WindowsMemoryMapPager.cs:line 282\r\n   at Voron.Impl.Paging.Simple4KbBatchWrites.Write(Int64 posBy4Kbs, Int32 numberOf4Kbs, Byte* source) in S:\\Source\\ravendb-40.git\\src\\Voron\\Impl\\Paging\\AbstractPager.cs:line 520\r\n   at Voron.Impl.Paging.AbstractPager.CopyPageImpl(I4KbBatchWrites destwI4KbBatchWrites, Int64 p, PagerState pagerState) in S:\\Source\\ravendb-40.git\\src\\Voron\\Impl\\Paging\\AbstractPager.cs:line 471\r\n   at Voron.Impl.Journal.WriteAheadJournal.JournalApplicator.ApplyPagesToDataFileFromScratch(Dictionary`2 pagesToWrite) in S:\\Source\\ravendb-40.git\\src\\Voron\\Impl\\Journal\\WriteAheadJournal.cs:line 1073\r\n   at Voron.Impl.Journal.WriteAheadJournal.JournalApplicator.ApplyLogsToDataFile(CancellationToken token, TimeSpan timeToWait) in S:\\Source\\ravendb-40.git\\src\\Voron\\Impl\\Journal\\WriteAheadJournal.cs:line 569\r\n   at Voron.StorageEnvironment.BackgroundFlushWritesToDataFile() in S:\\Source\\ravendb-40.git\\src\\Voron\\StorageEnvironment.cs:line 1005\r\n   --- End of inner exception stack trace ---\r\n   at Voron.Exceptions.VoronUnrecoverableErrorException.Raise(StorageEnvironment env, String message, Exception inner) in S:\\Source\\ravendb-40.git\\src\\Voron\\Exceptions\\VoronUnrecoverableErrorException.cs:line 44\r\n   at Voron.StorageEnvironment.BackgroundFlushWritesToDataFile() in S:\\Source\\ravendb-40.git\\src\\Voron\\StorageEnvironment.cs:line 1025\r\n   at Voron.GlobalFlushingBehavior.<FlushEnvironments>b__19_0(Object env) in S:\\Source\\ravendb-40.git\\src\\Voron\\GlobalFlushingBehavior.cs:line 267\r\n--- End of stack trace from previous location where exception was thrown ---\r\n   at Voron.Impl.LowLevelTransaction..ctor(StorageEnvironment env, Int64 id, TransactionPersistentContext transactionPersistentContext, TransactionFlags flags, IFreeSpaceHandling freeSpaceHandling, ByteStringContext context) in S:\\Source\\ravendb-40.git\\src\\Voron\\Impl\\LowLevelTransaction.cs:line 230\r\n   at Voron.StorageEnvironment.NewLowLevelTransaction(TransactionPersistentContext transactionPersistentContext, TransactionFlags flags, ByteStringContext context, Nullable`1 timeout) in S:\\Source\\ravendb-40.git\\src\\Voron\\StorageEnvironment.cs:line 657\r\n   at Raven.Server.ServerWide.Context.DocumentsOperationContext.CreateWriteTransaction(Nullable`1 timeout) in S:\\Source\\ravendb-40.git\\src\\Raven.Server\\ServerWide\\Context\\DocumentsOperationContext.cs:line 47\r\n   at Raven.Server.ServerWide.Context.TransactionOperationContext`1.OpenWriteTransaction(Nullable`1 timeout) in S:\\Source\\ravendb-40.git\\src\\Raven.Server\\ServerWide\\Context\\TransactionOperationContext.cs:line 93\r\n   at Raven.Server.Documents.TransactionOperationsMerger.MergeTransactionsOnce() in S:\\Source\\ravendb-40.git\\src\\Raven.Server\\Documents\\TransactionOperationsMerger.cs:line 471\r\n--- End of stack trace from previous location where exception was thrown ---\r\n   at Raven.Server.Documents.TransactionOperationsMerger.Enqueue(MergedTransactionCommand cmd) in S:\\Source\\ravendb-40.git\\src\\Raven.Server\\Documents\\TransactionOperationsMerger.cs:line 123\r\n   at Raven.Client.Util.AsyncHelpers.RunSync(Func`1 task) in S:\\Source\\ravendb-40.git\\src\\Raven.Client\\Util\\AsyncHelpers.cs:line 79\r\n   at Raven.Server.Smuggler.Documents.DatabaseDestination.DatabaseDocumentActions.FinishBatchOfDocuments() in S:\\Source\\ravendb-40.git\\src\\Raven.Server\\Smuggler\\Documents\\DatabaseDestination.cs:line 243\r\n   at Raven.Server.Smuggler.Documents.DatabaseSmuggler.ProcessDocuments(SmugglerResult result, BuildVersionType buildType) in S:\\Source\\ravendb-40.git\\src\\Raven.Server\\Smuggler\\Documents\\DatabaseSmuggler.cs:line 553\r\n   at Raven.Server.Smuggler.Documents.DatabaseSmuggler.ProcessType(DatabaseItemType type, SmugglerResult result, BuildVersionType buildType, Boolean ensureStepsProcessed) in S:\\Source\\ravendb-40.git\\src\\Raven.Server\\Smuggler\\Documents\\DatabaseSmuggler.cs:line 140\r\n   at Raven.Server.Smuggler.Documents.DatabaseSmuggler.Execute(Boolean ensureStepsProcessed) in S:\\Source\\ravendb-40.git\\src\\Raven.Server\\Smuggler\\Documents\\DatabaseSmuggler.cs:line 70\r\n   at Raven.Server.Documents.PeriodicBackup.Restore.RestoreBackupTask.ImportSingleBackupFile(DocumentDatabase database, Action`1 onProgress, RestoreResult restoreResult, String filePath, DocumentsOperationContext context, DatabaseDestination destination, DatabaseSmugglerOptionsServerSide options, Action`1 onIndexAction, Action`1 onDatabaseRecordAction) in S:\\Source\\ravendb-40.git\\src\\Raven.Server\\Documents\\PeriodicBackup\\Restore\\RestoreBackupTask.cs:line 518\r\n   at Raven.Server.Documents.PeriodicBackup.Restore.RestoreBackupTask.SmugglerRestore(String backupDirectory, DocumentDatabase database, DocumentsOperationContext context, DatabaseRecord databaseRecord, Action`1 onProgress, RestoreResult result) in S:\\Source\\ravendb-40.git\\src\\Raven.Server\\Documents\\PeriodicBackup\\Restore\\RestoreBackupTask.cs:line 448\r\n   at Raven.Server.Documents.PeriodicBackup.Restore.RestoreBackupTask.Execute(Action`1 onProgress) in S:\\Source\\ravendb-40.git\\src\\Raven.Server\\Documents\\PeriodicBackup\\Restore\\RestoreBackupTask.cs:line 183\r\n   at Raven.Server.Documents.PeriodicBackup.Restore.RestoreBackupTask.Execute(Action`1 onProgress) in S:\\Source\\ravendb-40.git\\src\\Raven.Server\\Documents\\PeriodicBackup\\Restore\\RestoreBackupTask.cs:line 243\r\n   at Raven.Server.Web.System.AdminDatabasesHandler.<>c__DisplayClass12_1.<<RestoreDatabase>b__1>d.MoveNext() in S:\\Source\\ravendb-40.git\\src\\Raven.Server\\Web\\System\\AdminDatabasesHandler.cs:line 604\r\n```'"
7645,425374904,"b'@haludi Please check failing test: \r\n\r\nTests.MailingList.UsingLoadStartsWithAndDashSeperator.ShouldWork(storage: ""esent"")\r\n\r\n\r\nMESSAGE:\r\nAssert.Equal() Failure\r\nExpected: 1\r\nActual:   2\r\n+++++++++++++++++++\r\nSTACK TRACE:\r\n   at Raven.Tests.MailingList.UsingLoadStartsWithAndDashSeperator.ShouldWork(String storage) in C:\\Jenkins\\workspace\\PR_Tests_v3.5\\s\\Raven.Tests.MailingList\\UsingLoadStartsWithAndDashSepartor.cs:line 34'"
7651,425388575,b'CC @karmeli87 '
7625,426053434,"b'@ayende Now I am pretty sure something doesnt add up. I made the change so that `PagerState` keeps the state of the table size. \r\n\r\nWhen I run the following code:\r\n```csharp\r\nusing (var test = new AttachmentsSession())\r\n{\r\n   test.PutLotOfAttachments(71);\r\n}\r\n```\r\nThe pager sais that the amount of data available is 65K, though I am getting requested a page number 1148 which is way outside the bounds. Namely that page is around 9Mb or so. Any idea what it may be happening?\r\n'"
7669,426144758,b'Do Not Merge'
7669,426173106,"b""@maximburyak Hmm, I've just merged another PR with a fix for this only. Can you check those conflicting lines?"""
7669,426192144,"b""@ppekrol yeah, there's more to it then the specific fix (crushing tests as it seems) I'll be looking at it at slower pace (you've fixed the specific issue in your PR)"""
7625,426311442,"b'Found it, the problem is that when trying to prefetch ahead and hitting the scratchpad the page may not exist. So what I did is disable the prefetching ahead when we hit the scratchpad. '"
7657,426372872,b'@grisha-kotler can you resolve conflicts?'
7657,426408940,b'done'
7683,426640125,"b'If we want to port this change to 4.0 version also, then it would be preferable to change the TCP version to something like 40_700.'"
7625,426656659,b'@ppekrol Done. '
7683,426966328,b'Please check the failing tests'
7683,426987124,b'I think they fail regardless to this PR\r\nhttp://issues.hibernatingrhinos.com/issue/RavenDB-11917\r\nhttp://issues.hibernatingrhinos.com/issue/RavenDB-11968'
7687,427012046,b'We need to apply this to v4.0 also'
7686,427260088,"b""@ppekrol please remember about testing multi map-reduce index which I'm pretty sure will fail"""
7691,427333423,b'@ayende and feedback here?'
7696,427340179,b'Looks good'
7687,427346855,b'@ppekrol beat me to it'
7687,427361329,"b'Sorry, forgot to write that I did that'"
7701,427392610,"b""I've also switched to `TimerManager` now"""
7691,427628053,"b'`PutAsync` is basically called from 2 places. \r\nFirst, from `SendToLeaderAsyncInternal`, if we are the leader we will try to put the command directly and on catching `NotLeadingException` we will retry to put it directly again in case we are still the leader or to send this command to the new leader.\r\n\r\nin case we are not the leader, we will send the command on the wire to `/admin/rachis/send` endpoint where we also call `PutAsync`, in case of `NotLeadingException` the request will return an error with `Reached-Leader` set to `false`, which will cause the sender to retry. \r\n'"
7669,428083447,"b""I'm closing this down. Please reopen when needed."""
7711,428146793,"b""@karmeli87 I'm merging. Please send a separate comment with the adjustments."""
7724,428559068,b'@aviv86  please take a look'
7726,428596948,"b""@myarichuk I've applied the adjustments"""
7720,428674961,b'@karmeli87 can you review?'
7720,428691155,"b'Looks good, but we wanted to do things slightly more efficient in the `database.GetMountPointsUsage()`, where we have many redundant calls and calculations, also we can avoid the concurrent dictionary, but both issues could be done in the next PR :-)'"
7731,429219992,b'Please check failing tests.'
7738,429266611,b'Following two tests are failing:\r\n```\r\nSlowTests.Client.QueriesWithCustomFunctions.Custom_Functions_Null_Coalescing_Support\r\nSlowTests.Issues.RavenDB_10625.CanTranslateGroupsCorrectly\r\n```'
7738,429278187,"b'Sheesh, you had a pre-commit hook that always changed the contents of QueriesWithCustomFunctions.cs, took some time to realize that. Maybe the latest force push will now comply with build server. Others running/queued should be ignored.'"
7738,429279739,"b'We removed that in favor of .editorconfig but old clones still contain it. You are correct, the pre-commit hook can be a pain when you are not aware that it exists.'"
7738,429280063,"b""@ppekrol this is a chicken and egg kind of situation. I cannot pass whitespace test if I keep the file intact and if I modify it then the tests won't pass."""
7738,429281500,"b'Yes, I suggest removing the hook.'"
7738,429282004,"b'So you will remove it from your build server?  ""commit/whitespace \xe2\x80\x94 Commit whitespace conventions were not fulfilled"" from unsuccessful build checks.'"
7738,429284927,"b""No, please ignore this. I'm aware that this `QueriesWithCustomFunctions.cs` contains tabs becase it has too."""
7310,429602549,"b'@redknightlois Please check `RavenDB_10502` test. It is one of several the cause memory corruption.\r\nI used electric fence to force it to fail consistently in `PoolAllocator.Release`, where it is corruption some totally different memory, not quite sure how.'"
7704,429724732,b'Rebased and fixed the HandleReferences and IndexStorage'
7744,429757712,"b'I would love to add proper unit tests for this if any of you guys point me to the correct spot?\r\n\r\ncode would be\r\n```cs\r\nvar pool = new UnmanagedBuffersPool(""HUB"");\r\n\r\nfor(int i=0; i < 1000; i++)\r\n{\r\n    var data = pool.Allocate(2048); //or 1\r\n    pool.Return(data);\r\n}\r\n```\r\n\r\nthe Assert would be `Assert.IsTrue(pool._freeSegments.All(fs => fs.Count <= 1));` but _freeSegments is private. How do you handle this normally? make it internal?'"
7744,429777395,"b""@fabsenet Thanks for finding and fixing this.\r\n\r\n@redknightlois can you take a look and help @fabsenet with the test? The fix looks valid, because we are modifying the size there, but index is not recalculated. I'm wondering if we should not make the code more universal to avoid issues with future changes inside 'GetIndexFromSize' that will affect the hardcoded numbers 'GetIndexSize' in e.g.\r\n```\r\nvar finalSize = GetIndexSize(index, actualSize);\r\nif (finalSize != actualSize)\r\n    index = GetIndexFromSize(finalSize);\r\n```"""
7748,430151545,b'+ warning should be displayed only for encrypted db.'
7310,430155963,b'Please rebase of `v4.2`'
7758,430221647,b'Can you also create a full example on how you would create an ngram with specific sizes just for this index (using the new `Index.Configuration` )?'
7758,430222850,"b'Yes, but I will wait for AbstractIndexCreationTask.Configuration PR to be merged, it will be easier then'"
7758,430226348,"b""@ayende moved. You can also check `RavenDB_11777` I'm overriding default NGram's there via Index configuration"""
7744,430245971,"b""@fabsenet excellent writeup and investigation on the issue. I concur this LGTM. I am having issues to test the internals without exposing them too, so it doesn't have an easy solution. The new allocators allow for better inspection through composition. \r\n\r\n@ppekrol the universalization of that code is there: http://issues.hibernatingrhinos.com/issue/RavenDB-8951 :) ... those allocators were completely rewritten and now we distinguish between BlockPointers and Pointers. Where BP have 3 values, the pointer, the size and the actual size. """
7748,430246872,b'@ml054 can you check Studio part?'
7744,430248227,b'@fabsenet As soon as I finish porting the `UnmanagedBuffersPool` to the new allocators I will add that test in there with the new composable allocators to see how difficult it could be. '
7767,430428065,b'Already merged to https://github.com/ravendb/ravendb/pull/7771'
7771,430495757,b'The failing tests are related to `limit` and are handled in separate PR'
7787,430717394,"b""Please don't merge yet, we have failing tests related to the changes I made:\r\nhttp://jenkins.hibernatingrhinos.com/job/PR_Tests_v4.0/1542/"""
7797,430781224,"b""@grisha-kotler can you review? I do not set 'DataDirectory' and 'RunInMemory' because this is being set earlier in databaseRecord itself. Not sure if inheriting from serverConfiguration has some implications on Restore also?"""
7790,430861213,b'@ppekrol this seems to be failing on `SlowTests.Issues.RavenDB_514.BoostWithLinq`'
7781,430861393,"b'Failed test relates to an invalid license error, not related.'"
7797,430881023,b'LGTM'
7790,430952230,b'Should be good now. Waiting for CI'
7799,430956533,"b""I've blocked this on non-Windows"""
7799,431107914,b'fixed url conventions'
7808,431301973,b'@karmeli87 Can you review?'
7809,431319531,b'cc @karmeli87 '
7818,431655808,"b'I think that this should be handled like other debug options (index entries, explanations, etc):\r\nhttps://github.com/ravendb/ravendb/blob/5431af3022fd3e7b55b763bc3431a050ce918d6c/src/Raven.Server/Documents/Handlers/QueriesHandler.cs#L52'"
7818,431657453,b'@ayende requested that it will be returned with the query itself.\r\n'
7818,431659251,b'Then I think that it would be better to retrieve whole `QueryMetadata` that was used instead?\r\n\r\nhttps://github.com/ravendb/ravendb/blob/v4.1/src/Raven.Server/Documents/Handlers/Debugging/QueriesDebugHandler.cs#L123'
7818,431659355,"b""I don't think that it is what we want since it contains things related to the Jint generated functions """
7818,431659675,b'I do not think we are exposing such things in QueriesDebugHandler and the output could be the same.'
7818,431662163,b'The reason I want it in the query is that I want to make it easier for the studio to request it and allow us to demonstrate the query processing on the server side when doing demos.'
7823,431662515,b'What was this about?'
7828,431679296,b'There are the 32 bits stabilization changes'
7825,431687431,b'This PR does not contain any changes. I will apply the 4.1 fix again.'
7825,431689082,"b'This is fine, because the issue is only with v4.1'"
7826,431839127,b'Rebased this to `ayende/v4.2`'
7843,431906581,b'This commit is the most important here -> https://github.com/ravendb/ravendb/pull/7843/commits/3c78f1f1430710278944caec8c68152636008a48\r\n\r\nThe rest are artifacts (unless I am mistaken) from pull/rebase'
7843,431919015,b'@myarichuk the issue here is that your commits are based on a PR https://github.com/ravendb/ravendb/pull/7835 which is not yet merged'
7843,432111410,"b""Closing this, since I'll merging to #7835 directly and sending PR for the whole thing"""
7839,432151994,"b""And this is the exception if the remote was unable to connect the source\r\n\r\n```\r\nYou are able to reach 'http://127.0.0.1:50633', but he failed to reach you back on http://fake.url:8080.\r\nPlease validate the correctness of your 'PublicServerUrl'/'PublicServerUrl.Tcp' configuration and the firewall rules.\r\nPlease visit https://ravendb.net/docs/article-page/4.1/csharp/start/installation/setup-wizard#installation--setup-wizard-walkthrough for the RavenDB setup instructions.\r\n```"""
7843,432160927,"b'Hm, ok, I guess then this PR can wait. I will add some more tests'"
7839,432188246,b'` but he failed` -> `but the *remote node* failed`'
7843,432188811,b'This PR was already merged here: https://github.com/ravendb/ravendb/pull/7835\r\nYou need to work on top of v4.2 now.'
7840,432197839,"b'Raven.Debug writes to console after it detaches, so we are good.'"
7852,432306069,b'The `SlowTests.Issues.RavenDB_12077.CanProjectSingleCollectionProperty` is failing. Did we forgot to port something or merged incorrectly?'
7852,432312693,"b""This is probably caused by https://github.com/ravendb/ravendb/commit/8cd41e0989109fe065cd3ed251489fdd0edd5992\r\nand https://github.com/ravendb/ravendb/blob/v4.1/src/Raven.Client/Documents/Session/Operations/QueryOperation.cs#L212-L217\r\n\r\nDidn't have time to look more deeply there."""
7852,432319048,"b""@ayende I've pushed more commits here + https://github.com/ravendb/ravendb/pull/7852/commits/d6a4eac9ca8f02e20f70e213c02b902f0168bc80 fixes the deserialization issue, but I'm wondering if this is correct? During deserialization we are not taking into account the modifications?"""
7852,432382130,"b""I'm checking into this, but some of the changes I did in `v4.2` is to the way we handle modifications.\r\nWe are no longer wiping them completely on each `ReadObject`, that might have had an impact, checking"""
7852,432397279,"b""Yes, it looks like that is the issue. Your fix doesn't address the actual issue (which is that `BlittableJosnReader` doesn't handle modifications properly at all).\r\nI fixed the problem and will merge @myarichuk's changes as well and let the build server have a go at this"""
7856,432412504,b'Manually merged'
7869,432770983,b'@myarichuk can you submit this PR without commits from previous ones?'
7868,432771038,b'@myarichuk can you submit this PR without commits from previous ones?'
7869,432773860,"b'Made changes to test file structure here : https://github.com/ravendb/ravendb/pull/7869/commits/1c3afb776967373b3a64d80b3503a867d08023c4\r\nI can, but it will be additional work on restructuring and resubmitting the PRs, because I continued working on changed test classes. \r\nDo you prefer I would do those?'"
7869,432774631,"b'Note that the initial PR today - https://github.com/ravendb/ravendb/pull/7867 - it has the test changes. In order to resubmit those PRs, I will probably merge the following PRs into one \r\nFirst - https://github.com/ravendb/ravendb/pull/7867\r\nSecond - https://github.com/ravendb/ravendb/pull/7868\r\nAnd then this PR'"
7869,432776586,"b'If new commits require code from other PRs then it is better to push new commits to the initial PR, than opening a new one.'"
7868,432925671,b'Merged to my own branch.'
7873,433074671,b'@grisha-kotler it looks that your changes are killing the runtime. Can you take a look?'
7873,433090796,b'done'
7873,433155083,b'Still runtime is failing. Running tests again.'
7873,433295290,"b""The issue was that passing a StringBuilder with initial capacity and max capacity to the system call didn't work as expected. The system call used the underlying buffer and when it reached the initial capacity limit, we had AccessViolation/StackOverflow."""
7876,433311174,b'@ml054 Can you check the studio changes?'
7869,433326518,"b""Closing this PR, please use https://github.com/ravendb/ravendb/pull/7880 as your baseline.\r\nProbably by the time you'll see this it will already be merged, so just cherry-pick a new RP / rebase."""
7880,433327356,b'Hi!\r\n\r\nThank you for contributing into RavenDB project. Unfortunetely we detected that not all committers signed our CLA.\r\n\r\nFollowing contributors are not in our database:\r\n- myarichuk (michael@ravendb.net)\r\n\r\nPlease visit http://ravendb.net/contributors/cla/sign to sign CLA.\r\n'
7880,433328375,"b""This is on me, I used the wrong email when I edited @myarichuk 's commit"""
7873,433345324,b'Can you apply this to v4.1?'
7878,433380563,b'We probably should move this to v4.0?'
7893,433687268,b'@ayende it looks like this merge is done against old v4.2. We should close it and do it again using latest ravendb/v4.2 code'
7899,433740536,b'I will create v4.0 PR once this is accepted and all tests will pass'
7895,433812862,b'Conflicts issues... easier to create a new PR for it '
7897,433907867,b'@talweiss1982 can you fix compilation?'
7897,433980782,"b""@ppekrol This was only sent as a PR so Oren could review and pull it.\r\nThis is already obsolete, I'm going to close it."""
7881,434078877,b'LGTM. @ayende ?'
7927,434495057,b'This got test failures that I already fixed on my branch. I merged this to mine and updated the PR.\r\nSee: https://github.com/ravendb/ravendb/pull/7928'
7928,434583738,b'*Wow* that broke ton of stuff. Looking into it'
7928,434716131,b'@ayende this can be merged?'
7930,434838524,"b'It looks like the 2nd commits is invalid, because we are unloading the database in compaction?'"
7744,435063663,"b'this is merged, but is it released? I currently use RavenDB.Client Version 4.1.2 and I am not sure, this is already in it? Can I see the actual SHA for the code used to build 4.1.2?'"
7744,435079642,"b'This is in the nightlies, yes.'"
7744,435095763,b'@fabsenet All the SHAs are here: https://github.com/ravendb/ravendb/releases\r\n\r\nYour PR is included in `4.1.3-patch-41005`: https://github.com/ravendb/ravendb/commit/4938cb86477939be7ff9fe767d399dab8f2db8bb'
7930,435299503,"b""I've amended last commit"""
7929,435780103,"b'Any chance this sneaking into next patch release, there was a rumor it being released soon..'"
7945,435785390,"b""Am I missing something, I don't see any behavior related to the actual tx compression handling?"""
7961,435789891,"b""@garayx Don't we want to apply tests fixes to 4.0 also?"""
7961,435794442,"b""> @garayx Don't we want to apply tests fixes to 4.0 also?\r\n\r\nThe indexing tests  are only on v4.1, the two others I want to see if they will fail with the ArenaMemoryAllocator.cs fix if so I will port the code."""
7945,435809009,b'Renamed the PR'
7945,435812420,b'LGTM'
7929,435834818,b'@lahma This will be released in nightly (~1h from now) or in next stable (~2 weeks).'
7929,435844884,"b'Great, thanks for the update.'"
7941,435846968,b'Rebased here: https://github.com/ravendb/ravendb/pull/7967'
7971,436204758,b'@ml054 please review this'
7973,436378831,b'Fixed compilation'
7973,437360304,"b""@ayende can you review this? I'm merging, we will do additional fixes later on (if needed)."""
7973,437365643,b'I have been testing this on the production database LGTM'
8001,437842361,b'What about import database?'
8001,437849658,"b""I've talked with @garayx we will add it there too. Also we will check if this (along with Counters) can be added to export."""
8001,437878185,b'> What about import database?\r\n\r\ndone'
8005,438237666,"b""Check my note: http://issues.hibernatingrhinos.com/issue/RavenDB-12279#focus=streamItem-67-32105-0-0\r\n\r\nI'm re-running the tests to confirm."""
8019,438605738,b'http://issues.hibernatingrhinos.com/issue/RavenDB-11970#focus=streamItem-67-32117-0-0'
8019,438606148,b'That is a network error when the remote server refuses us.\r\nAny idea what can be causing this?'
8019,438606994,"b""It might be because we test against the staging servers but I have no idea. That's why I was thinking to retry once when it happens."""
8019,438647725,"b'I reproduced it again with the fix, and the retry worked well.'"
8020,438664379,b'Can you check failing tests?'
8020,438704602,b'Done :)'
8013,438716926,"b""If this is done, then can you squash it to one commit and rename the 'WIP DONT MERGE' commit and PR title?"""
8013,438783304,b'Rebased'
7960,438976540,"b""Don't mind the random `System.Net.Sockets.SocketException : The I/O operation has been aborted because of either a thread exit or an application request` it is related to https://github.com/ravendb/ravendb/pull/8028"""
8035,439027556,b'Can we add a test for streaming the graph query results?'
7989,439313661,"b""We'll take different approach. We'll be opening the write transaction with the usage of dedicated method which will _not_ do any allocation so we won't fail with `EarlyOutOfMemory` (actually we can return in the first line of LowLevelTransaction when we already acquired the lock) but we'll assure that attempt to do an action on this tx, in particulate the commit, will fail.\r\n"""
8045,439329231,"b""Discarding after every commit shouldn't remap, it just put the memory in a position for the OS to reclaim it.\r\nWe need to test on Linux to see if this page the memory again, but I hope not.\r\nOn Windows, it doesn't page the memory again, even though I'm pretty sure it _should_."""
8028,439369495,"b""@ayende I've compiled new System.Diagnostics.Process.dll (for Windows only) with InheritHandles option."""
8028,439400248,"b'@ayende I will merge this on Monday, after release'"
7990,439400380,"b'@ayende I will merge this on Monday, after release'"
8066,440020406,b'Hi!\r\n\r\nThank you for contributing into RavenDB project. Unfortunetely we detected that not all committers signed our CLA.\r\n\r\nFollowing contributors are not in our database:\r\n- ravendb-bot (ravendb-bot@users.noreply.github.com)\r\n\r\nPlease visit http://ravendb.net/contributors/cla/sign to sign CLA.\r\n'
8065,440046366,b'@iftahbe can you take a look? '
8064,440597455,b'Can you fix the conflcits?'
8064,440597573,b'Also note that you have failing tests here.'
8064,440604591,b'There were no conflicts when i submitted the PR'
8064,440605309,"b'There are now, please fix this and send new PR'"
8064,440605361,"b'And the tests as well, of course'"
8064,440606640,b'I only ran FastTest'
