pull_no,comment_no,comment_body
19273,395909462,"b""No need to use `g_new()` or add a cast; just define it in the stack and initialize it:\r\n\r\n```c\r\nJitCodeLoadRecord record;\r\n\r\nrecord.foo = ...;\r\nrecord.bar = ...;\r\n```\r\n\r\n(No need to free this afterwards if it's allocated in the stack like this.)"""
19273,395911053,"b'`gettid()` has only been recently given a syscall wrapper by glibc.  (If caching the PID, might be useful to cache the TID in a thread local as well.)'"
19273,398817241,b'Is this `mmap()` call needed?'
19273,398818300,b'Please use `#include <elf.h>`.'
19273,398818458,b'Is `mman.h` needed?'
19273,398818750,"b'Is `syscall.h` needed by everything that includes `mini-runtime.h`, or only by `mini-runtime.c`?'"
19273,398820366,"b'If the `fopen()` above fails, this `fwrite()` call will probably crash. Might want to check if the file was correctly opened by null-checking it.  (Other places look fine, as they null-check `perf_dump_file`.)'"
19273,398823350,"b""It looks for a R-X mapping of stdout? That's a really curious way of doing this...\r\n\r\nYou'll want to `munmap()` this in the cleanup function, then."""
19273,398824184,"b""Yes, but it's not used in the header. Only in the `runtime.c` file.  It should go there."""
19273,398825008,"b""Please move the `#include` to `mini-runtime.c`, then.  (In general: you want to include only where you need the definition of something.  In this case, requiring `syscall.h` is an implementation detail, so whoever includes this header doesn't have to also get all the definitions found in `syscall.h`.)"""
19273,399483230,b'I know for a fact that gettid() is Linux-specific.'
19273,399484404,"b'Ah, being `fileno(perf_dump_file)` makes a whole lot more sense! '"
19273,399706206,b'Minor nit: please name this `perf_dump_mmap_addr`.\r\n```suggestion\r\nstatic void *perf_dump_mmap_addr = MAP_FAILED;\r\n```'
19273,399706294,b'```suggestion\r\n\t\tmono_os_mutex_lock (&perf_dump_mutex);\r\n```'
19273,399706327,b'```suggestion\r\n\t\tmono_os_mutex_unlock (&perf_dump_mutex);\r\n```'
19273,399706399,"b'```suggestion\r\n\tif (perf_map_mmap_addr != MAP_FAILED)\r\n\t\tmunmap (perf_map_mmap_addr, sizeof(FileHeader));\r\n```'"
19273,399706604,"b'```suggestion\r\n\t\tperf_dump_mmap_addr = mmap (NULL, sizeof (header), PROT_READ | PROT_EXEC, MAP_PRIVATE, fileno (perf_dump_file), 0);\r\n```\r\n\r\n(`mmap()` will fail if `perf_dump_file` is NULL, but this seems fine.)'"
11943,239642520,"b'If we do something like this:\r\n```suggestion\r\n            try {\r\n              assert.equal(result, 500000, ""result doesn\'t match length"");\r\n              done()\r\n            } catch (e) {\r\n              done.fail(e);\r\n            }\r\n```\r\nI think the assertions will be properly surfaced to the test results'"
11943,239642992,b'This target should probably be listed in ../README.md along with the others for wasm'
11943,239646583,b'Similarly something like\r\n```suggestion\r\n        (error) => done.fail(error)\r\n```\r\nmight be good here'
11970,242387292,"b'Use TryGetValue like\r\n```suggestion\r\n            if (bound_objects.TryGetValue (js_id, out var obj)\r\n```\r\nTo avoid an extra lookup here.  Also what is the new `bound_objects[js_id].RawObject = null;` looks redundant?'"
11970,242387482,"b'```suggestion\r\n            if (raw_to_js.TryGetValue(obj, out JSObject jsobj))\r\n```'"
12124,242997399,b'added the comment'
12540,250292796,b'Now that the method is async might as well use async on file io\r\n\r\n```suggestion\r\n\t\t\t\t\t\tawait res.WriteAsync (await f.ReadToEndAsync ());\r\n```'
12540,250293098,b'Can use async here too\r\n```suggestion\r\n\t\t\t\t\tawait res.WriteAsync (doc);\r\n```'
12540,250308620,"b'Either use ""e"" or skip the declaration. Probably makes sense to add it to the message.'"
11906,252777638,"b'That doesn\'t match my understanding. Looking at \r\n https://docs.microsoft.com/en-us/dotnet/api/system.net.http.httpclient?view=netframework-4.7.2#httpclient-and-net-core it appears the that HttpClientHandler is supposed continue to use the old request stack and that SocketsHttpHandler is supposed to be swapped in at the client level.\r\n\r\nAlso notice that calling `AppContext.SetSwitch(""System.Net.Http.useSocketsHttpHandler"", false);` is supposed to use System.Net.Http.WebRequest in netcore 2.1 forward'"
11906,252784586,b'Looks like I spoke too soon https://github.com/dotnet/corefx/blob/a10890f4ffe0fadf090c922578ba0e606ebdd16c/src/System.Net.Http/src/System/Net/Http/HttpClientHandler.Unix.cs'
12809,254132779,b'That is a good point. Since essentially everything else in the README.md is about building and running from the source directory I think it makes sense that the debugger instructions work that way as well but I completely agree that we should document how to work with CI builds and make them as similar as practical.'
13093,258622840,b'Looks like there is a typo in the filename'
13093,258624141,"b""the NodeList logic is similar to the UseDebugProxy logic in Startup.cs we should probably unify the code in a way that makes sense.  I'm fine with landing it like this for now just making a note."""
13093,258624451,b'indentation'
13093,258624557,b'indentation'
12984,259161756,b'I think we should be able to use ReadOnlySpan here?\r\n\r\n```suggestion\r\n\t\tpublic unsafe int CopyFrom (ReadOnlySpan<U> span)\r\n```\r\nAnd I guess in the ValidateSource call'
13234,263236577,b'removed'
12984,263848942,b'is this correct?'
12984,263872721,b'Are you using ArraySegment here to avoid pulling in Span<T>?  Is the implicit conversion needed?'
12984,263889543,"b""Let's remove this, ToArray() makes it clear what is actually happening"""
12984,263889986,b'Some of the documentation needs fixing'
12984,263890734,b'documentation is wrong'
12984,265683285,"b'```suggestion\r\n\t\t/// Add <paramref name=""elements""/> to the array starting at index <c>0</c>\r\n```'"
12984,265698426,b'```suggestion\r\n```'
12984,265710726,b'```suggestion\r\n\t\t/// <returns>The element removed from the array or null if the array was empty</returns>\r\n```'
12984,265711475,b'```suggestion\r\n\t\t/// <returns>The index of first occurrence of searchElement in the Array or -1 if not Found</returns>\r\n```'
12984,265712613,"b'```suggestion\r\n\t\t/// <param name=""fromIndex"">The index to start the search from</param>\r\n```'"
12984,265745372,b'```suggestion\r\n\t\t/// <returns>The new length of the Array push was called on</returns>\r\n```'
12984,265745781,b'```suggestion\r\n\t\t/// <returns>The index of the last occurrence</returns>\r\n```'
12984,265795197,"b'\r\n```suggestion\r\n\t\t/// Finds the index of the last occurrence of<paramref name=""searchElement"" />\r\n```'"
12984,265795653,b'```suggestion\r\n\t\t/// <returns>The index of the last occurrence.</returns>\r\n```'
12984,265796133,"b'```suggestion\r\n\t\t/// Finds the index of the last occurrence of<paramref name=""searchElement"" /> between 0 and <paramref name=""endIndex"" />.\r\n\r\n```'"
12984,265796399,"b'```suggestion\r\n\t\t/// Gets or sets the <see cref=""T:WebAssembly.Core.Array""/> with the index specified by <paramref name=""i"" />.\r\n```'"
12984,265799723,b'```suggestion\r\n\t\t/// The length of an ArrayBuffer in bytes. \r\n```'
12984,265799869,b'\r\n```suggestion\r\n\t\t/// <value>The length of the underlying ArrayBuffer in bytes.</value>\r\n```'
12984,265801543,b'```suggestion\r\n\t\t/// Remove the first element of the Array and return that element\r\n```'
12984,265801636,b'```suggestion\r\n\t\t/// <returns>The removed element</returns>\r\n```'
12984,265802148,b'Why not IHostObject?'
14119,276899005,"b""This doesn't need to be variadic does it?"""
14191,278400526,b'nit: indentation'
14145,279467217,"b""Isn't this reverting #14117"""
14145,280966876,b'What is the status on this?'
14370,281436394,"b""that's a valid point, easy enough to test"""
14370,281436978,"b""turns out even the basic targets don't work with spaces in the mono directory name"""
14370,281441728,b'#14371'
14865,291606901,b'was this related?'
14865,291607085,"b'nit, indentation'"
14873,291789535,"b""This is a fine discussion for a separate PR.  I'm happy with landing this now"""
14273,293074121,b'is this ever going to be anything other than double in practice?'
3309,293128905,"b""This isn't the right way to handle this g_hash_table_destroy will free the keys if you change the init call."""
14808,296042235,b'nit: whitespace'
14808,296042682,"b'```suggestion\r\n\t\tpublic void Add (object key, object value) => Invoke (""set"", key, value);\r\n```'"
15435,298169146,b'\xf0\x9f\x91\x8d '
3255,298276203,b'Like miguel mentions bellow if this case is hit the g_free will fail'
4484,298277646,"b""It looks like it will fail on big endian but so will the old code so at least it doesn't regress?\r\n\r\n@vargaz what needs to be done to land this?"""
15389,298744772,"b'```suggestion\r\n\t\t\t\tinterp_files.Add (""mono.worker.js"");\r\n```'"
15389,298744926,b'```suggestion\r\n\t\t\t}\r\n```'
15488,299285162,b'what is the difference between mono_bool vs gboolean?'
15570,301730801,"b'ok with letting this go in as is, but I think we should move the note section to a separate file with timestamps that we link to.'"
15640,301784503,b'maybe add\r\nXUNIT_DIR=$(TOP)/external/xunit-binaries/\r\nfor the xunit dll references?'
15777,305939617,b'Maybe run clean-browser-tests here as well and get rid of the duplication in the commands'
15777,305941801,b'are we cleaning here because the builds of the different configs end up in the same place?'
16562,319084283,b'Looks like an incomplete edit'
16552,319152552,b'```suggestion\r\n       AC_MSG_WARN([compiler server temporarily disabled on darwin and win32])\r\n```'
16562,320502094,b'```suggestion\r\n\tgunichar2 *str = NULL;\r\n```'
16562,320502210,b'```suggestion\r\n\tgunichar2 *str = NULL;\r\n```'
16562,320502283,"b'```suggestion\r\nmono_get_module_filename_ex (gpointer process, gpointer mod, gunichar2 **pstr, guint32 *plength)\r\n```'"
16562,320502749,b'```suggestion\r\n\tgunichar2 *module_file_name;\r\n```'
16562,320502900,"b'```suggestion\r\nmono_get_current_directory (gunichar2 **pstr, guint32 *plength)\r\n```'"
16562,320502988,"b'```suggestion\r\nmono_get_module_basename (gpointer process, gpointer mod, gunichar2 **pstr, guint32 *plength)\r\n```'"
16562,320503098,b'```suggestion\r\n\tgunichar2 *str = NULL;\r\n```'
16562,320503164,b'```suggestion\r\n\tgunichar2 *str = NULL;\r\n```'
16562,320503293,"b'```suggestion\r\nmono_get_module_filename (gpointer mod, gunichar2 **pstr, guint32 *plength);\r\n```'"
16562,320503414,"b'```suggestion\r\nmono_get_module_filename_ex (gpointer process, gpointer mod, gunichar2 **pstr, guint32 *plength);\r\n```'"
16562,320503498,"b'```suggestion\r\nmono_get_module_basename (gpointer process, gpointer mod, gunichar2 **pstr, guint32 *plength);\r\n```'"
16562,320503573,"b'```suggestion\r\nmono_get_current_directory (gunichar2 **pstr, guint32 *plength);\r\n```'"
16562,320503675,"b'```suggestion\r\nmono_get_module_filename (gpointer mod, gunichar2 **pstr, guint32 *plength)\r\n```'"
16562,320503878,b'```suggestion\r\n\tgunichar2 *name = NULL;\r\n```'
17441,337108707,"b""There are other places in this file where esp is cast to different types, shouldn't they also get cleaned up?"""
18147,357142351,b'It looks like these 3 blocks could be reduced to one that gets the the name from the klass? or at least reduce the duplication'
18147,357143241,"b'reduce this to \r\n```\r\nres = mono_runtime_try_invoke (p->get, obj_val_ref ? obj_val_ref : obj, NULL, &exc, error);\r\n```'"
18146,357179654,b'either use Debug or remove'
18146,357179787,b'either use Debug or remove'
18215,358419302,b'good catch'
18230,359131628,b'we need to clean up the output a lot but this is the same as the missing method spew below it.'
18252,360555793,"b""I don't know why, I'm not sure that there is a strict contract there to begin with.  I've refactored the request code to use a shorter delay but retry for up to two seconds, and added a more informative message when it fails.  There is definitely room for more improvement in this code but I'd like to get the harness running asap."""
18466,367626010,b'did you mean to remove this?'
18602,372431268,b'I was avoiding that for the embedded pdb case'
18747,382712423,"b""Ordinal really, I'll clean this up in the proxy"""
18747,382712516,b'It is currently split for work not in this commit but I agree'
18747,382713357,b'Throwing in that case is intentional testing for ordering constraints'
18747,382749949,"b""I'd rather exit here than check in both of the loops below.  This was an actual case I hit in the second loop."""
18747,382750453,"b""Since i is used without being reset in the next loop as well I'd prefer to keep the scope clear"""
18747,382750929,b'fixed in a followup commit by fixing TryParse'
19026,383993135,b'InspectorClient is used in DebuggerTestSuite but we could move it and DevToolsClient out of this assembly'
19054,385246669,b'We should probably give some indication when streamingEnabled == true and StreamingSupported == false'
19054,385248009,b'Removing all this is in favor of the Blazor wrappers is nice for blazor but makes it harder when using the Actual bindings'
19113,387837800,"b""It is simple enough to check the breakpoint state after the call but when multiple debuggers are running I've seen the call fail because there is already a bp active at that location.  I think we treat that as a failure right now and I'd rather it show success there.  I'll look into the code."""
19113,387842773,"b""It looks like multiple bps are only an issue when looking up the and won't cause a failure here."""
19113,387941601,b'The breakpointId is now created by the target and no longer has the dotnet: scheme'
19113,387954894,b'removed'
19113,387955376,"b""Basically we're delaying getting the store until we absolutely, calling LoadStore multiple times is safe"""
19113,387955620,"b'I uh, changed it'"
19113,387959617,"b""Ahhh, I didn't actually read the code"""
19113,387977073,b'changed to UpdateContext'
19113,387978112,b'The plan eventually is to serialize these with the json serializer properly but for now renamed to AsSetBreakpointByUrlResponse'
19113,387978941,b'SetMonoBreakpoint now'
19128,388510934,"b'```suggestion\r\n\t\t\tlogger.LogError (""Cannot respond to command: {id} with result: {result} - command is not pending"", id, result);\r\n```'"
19140,389025848,b'Is this the same as\r\n\r\n```suggestion\r\n\t\t\tif (((MonoBreakpoint *)l->data)->method->wrapper_type != MONO_WRAPPER_RUNTIME_INVOKE)\r\n```'
19140,389034472,"b'```suggestion\r\n\t\t\t\tthis.mono_wasm_setup_single_step = Module.cwrap (""mono_wasm_setup_single_step"", \'number\', [ \'number\']);\r\n```'"
19211,391970965,"b'```suggestion\r\n\t\tstatic Regex parseConnection = new Regex (@""listening on (ws?s://[^\\s]*)"");\r\n```'"
19211,391975932,b'```suggestion\r\n\t\t\t\t\tvar match = parseConnection.Match (str);\r\n```'
19232,393315542,"b'@radical good idea, there are some debugger specific attributes we should also honor but autos and fields sound good here.'"
19328,398715624,"b""This shouldn't be an error we should just return an empty locations set it is entirely normal that we wouldn't be able to find a location for a given range"""
19328,399466111,"b""don't you need to remove GetPossibleBreakpoints?"""
19328,399467374,b'have you tested how vs and vscode deal with an error here?'
19328,399472786,"b""Ah I see it only returns null when the docs differ which is just a sanity check that we've never seen in practice.  I wonder what the browser does in that case?"""
19256,399474976,"b'do we expect more return values here?  Having 0 and 2 need special handling but 1 be the normal case seems like an odd api choice. Maybe -1,0,1?'"
19355,399748250,b'```suggestion\r\n                \t\t\tvar subArray = Module.buffer instanceof SharedArrayBuffer\r\n```\r\nIt looks like this should be testing Module.buffer for the general case?  Also stick with tabs for indentation and `} else {` instead of the newline after the closing brace'
19355,399836300,b'Yeah it should be fine'
19232,401789999,b'this breaks the functionality of the actual page'
19424,402436166,"b""We don't really want the proxy throwing uncaught exceptions.  `Runtime.getProperties` has exceptionDetails in the result so let's fill that in instead.   Also please move this out of the switch and into a function."""
19432,403201040,"b'```suggestion\r\n\t\t\t\tCSharpCompilation compilation = CSharpCompilation.Create (\r\n\t\t\t\t\t""compileAndRunTheExpression"",\r\n\t\t\t\t\tsyntaxTrees: new [] { syntaxTree },\r\n\t\t\t\t\treferences: references,\r\n\t\t\t\t\toptions: new CSharpCompilationOptions (OutputKind.DynamicallyLinkedLibrary));\r\n```'"
19432,403207574,"b'```suggestion\r\n\t\t\t\tthrow new Exception ($""Evaluate of this datatype {type} not implemented yet"");\r\n```'"
19432,403207946,"b'```suggestion\r\n\t\t\t\tthrow new Exception ($""Evaluate of this datatype {type} not implemented yet"");\r\n```'"
19432,403216016,"b""https://chromedevtools.github.io/devtools-protocol/tot/Debugger#method-evaluateOnCallFrame allows an exceptionDetails on the response.  Is that better for this case?  You don't need to change it for this PR this is mostly me noting that we need that logic here too"""
19444,403734747,"b'```suggestion\r\n\tpublic static void EvaluateLocals ()\r\n\t{\r\n\t\tTestEvaluate f = new TestEvaluate();\r\n\t\tf.run(100, 200, ""test"");\r\n\r\n\t\tConsole.WriteLine ($""a: {f.a}, b: {f.b}, c: {f.c}"");\r\n\t}\r\n```'"
19444,403737500,b'```suggestion\r\n```'
19499,406536998,"b'This breaks embedded pdbs, remove the logging instead'"
19499,406539374,b'Can we remove the protocol log filtering? sadly both of these events are actually critical to the functioning of the proxy and needed to debug problems.'
19499,406539566,b'Same as above.'
19490,407570122,"b'I assume this is a separate method because description is ignored on ""number"" types?'"
19505,407704901,b'is sig_desc actually used?'
19490,407752955,"b""let's consolidate several of these similar methods in a follow up by passing the subtype as another argument or as part of the object id"""
19505,407756057,b'This looks like it could be simplified and reduce allocations with a g_string_printf?  Maybe just moved inline?'
19537,408240925,b'an error here will probably surface in a really bad way maybe just log it and set a string to the value?'
19537,408242971,"b'just call mono_wasm_add_typed_value (""number"", NULL,  everywhere'"
19537,408342140,b'```suggestion\r\n\t\t\tconsole.log (`Error: mono_wasm_add_typed_value: Unknown type for value: ${type_str}`);\r\n```'
19537,408342821,"b'int_value is misleading, value would be better'"
19555,409240234,"b'```suggestion\r\n\t\t\t\t\tthrow new PlatformNotSupportedException (""CompareOptions.IgnoreCase is not supported on this platform."");\r\n```'"
19588,410765128,"b""```suggestion\r\n\t\t\t\t\t\treturn true;\r\n```\r\nWe don't want to send multiple responses here"""
19588,410767956,"b""```suggestion\r\n\t\t\t\t\t\treturn false;\r\n```\r\nCan't return true without sending a response"""
19588,410768117,"b'```suggestion\r\n\t\t\t\t\tSendResponse (id, result, token);\r\n\t\t\t\t\treturn true;\r\n```\r\nThese do the same thing'"
19584,410806894,b'whoops!'
19588,410810786,"b""```suggestion\r\n```\r\nThis doesn't appear to be used?"""
19588,410840605,"b""The idea behind the admittedly confusing static MonoCommands was a level of type safety for the arguments, is there a reason you aren't adding the commands there?"""
19588,410846120,b'Easy to fix in a follow up.'
19613,412221046,"b'```suggestion\r\n\t\t""VIIFI"",\r\n```'"
19624,413156444,b'At least I was consistent in usage. :)'
19688,418890523,"b""```suggestion\r\n\t\t\t// and will clear the bp if it isn't close enough\r\n```"""
19704,419723106,b'whoops\r\n:)\r\n'
19688,419752016,"b'no, SourceLocation and BreakpointRequest are zero based like cdp\r\n\r\n```\r\npublic SourceLocation (MethodInfo mi, SequencePoint sp)\r\n\t\t{\r\n\t\t\tthis.id = mi.SourceId;\r\n\t\t\tthis.line = sp.StartLine - 1;\r\n\t\t\tthis.column = sp.StartColumn - 1;\r\n\t\t\tthis.cliLoc = new CliLocation (mi, sp.Offset);\r\n\t\t}\r\n```'"
19688,419755392,"b""it doesn't matter the point of the patch is that column:0 == first bp on line whatever the column.  The previous behavior for column:0 was all bp on the line and that wasn't correct.  Notice the First () in the loop below"""
19718,420434114,b'either make this work with Theory and multiple data or make the name match the other test but with a 0 somewhere in the name ;)'
19778,424802468,"b""We shouldn't send this unless we are paused on a managed frame right?  As written we'd send the mono command even when paused on js etc. so maybe at least check if there is a managed stack before sending the mono command.  \r\n\r\nWhile I'm thinking about it is there any way to detect the managed change and handle this call from the debug engine side rather than the proxy side and avoid the round trip completely?"""
19769,424869160,b'If a test hangs this is a lot longer.  Should we just double it?\r\n\r\nAlso It might make sense to move the debugger tests before the system tests since the debugger is more likely to fail at this point.'
19726,425432470,b'Why was this renamed?'
19769,425436278,b'maybe put canary below edge? '
19769,425460017,b'I think you can probably avoid all the TestHarnessStartup changes with:\r\n```suggestion\r\n\t\t\t\t\t\t\toptions.ChromePath = options.ChromePath ?? chromePath;\r\n```'
19769,425533634,"b'maybe remove this and use something like\r\n```\r\n{\r\n  ""Logging"": {\r\n    ""LogLevel"": {\r\n      ""Default"": ""Error"",\r\n      ""Microsoft"": ""Warning"",\r\n      ""Microsoft.Hosting.Lifetime"": ""Information""\r\n    }\r\n  }\r\n}\r\n```\r\nin the appsettings?'"
19760,449803887,"b'var_ids is already an array, should we serialize it for real?\r\n```suggestion\r\n\t\t\treturn new MonoCommands ($""MONO.mono_wasm_get_variables({scopeId},{JsonConvert.SerializeObject(var_ids)}"");\r\n```'"
19760,449804515,b'Would it make more sense to think of this as parse and return an object with symbolic names rather than positional?'
19760,449804545,b'use the result of parsing here?'
20159,459842522,b'nit: Fix the comment (the bit about the trampolines being jitted)?  '
1055,13028810,b'thanks @marek-safar made the change.\n'
554,2956037,"b'This looks great.\n\nJust one tiny request, instead of:\n\n#if !HAVE_FOO\nold_code\n#else \nuse_foo\n#endif\n\nAvoid the ""!"" and do:\n\n#if HAVE_FOO\nuse_foo\n#else\nold_code\n#endif\n'"
585,3212774,b'Just one issuelet: can we close this clientSocket?\n'
582,3230032,"b'I am concerned that this code all of a sudden is expected to throw an exception, and that this code now has a try/catch.\n\nI would be interested in finding out what was the reason for that exception, and instead work around the issue directly in the code, instead of expecting an exception\n'"
582,3231669,b'How did you test your changes then?\n'
575,3231795,"b""Doesn't this change mean that we wont be able to run anymore on versions of cairo that had the previous cairo_ps_surface_begin_page_setup but not cairo_ps_surface_dsc_begin_page_setup?\n"""
575,3231804,b'This is a breaking API change.\n'
574,3232072,"b""Why is this public?   It does not seem like it is public in Microsoft's version.\n"""
574,3232076,"b'Coding style, please move the brace up in general.\n\nBut in this case, eliminate them entirely\n'"
574,3232079,b'Eliminate redundant braces\n'
628,4093996,"b'Was this code written by Novell in 2013?   If the contributor is not working for Novell, this is a cut and past error.\n'"
659,4740018,"b'Currently this code is executed on a system and will return whether IPV6 is supported depending on which network adapters are configured, which can change during the lifetime of the application.\n\nSo this would effectively hardcode the status of ipv6 to the status it had at startup, not the dynamic state.\n'"
767,6853719,"b'In general, we do not use the NET_3_0 in Mono source code since there were barely any API changes.\n\nMono currently only distinguishes between the 4_0 and 4_5 profile.   Please adjust the defines.\n'"
780,7102646,"b'This chnage does not look right.\n\nThe range is 0..count-1, so index must be at most count-1, so the original test looks fine.\n\nIt is hard to read, I would change it to:\n\nThis should be (index < 0 || index >= count)\n'"
761,7102900,"b'This is odd, it makes the parameter ""knownTypes"" unused, I do not think that this is correct.\n'"
888,12247012,b'This todo probably needs to be implemented.\n\nThat said: I am surprised that we are not using some sort of aggregate exception to log these errors.\n'
888,12247036,"b'This looks like a change in the semantics, we need an explanation for this change.\n'"
888,12247099,b'I rather not get dead code into the codebase.\n'
943,12714406,"b'If we are going to be calling this method, we should not be throwing an exception.\n\nSo let us return null, to indicate ""Do not have support for this"", and deal with that in the upper layers.\n'"
1177,15503472,"b'I am confused; this will just accept any values, which seems wrong.\n\nInstead, the setup_baud_rate should handle the new specific cases listed here.\n'"
1168,15816675,"b'Marcos is correct, people are actively using this with Reflection to turn on/off the feature, and has made it into a couple of libraries in the world (Splunk is one, but this was blogged and copied around other places that need this).\n\nIn fact, this is one of the reasons we asked Marcos to start on this.\n'"
1273,17441716,b'You do need to specify what is the namespace to drop\n'
1337,19103815,"b'Whitespace change, please resubmit once this is fixed, and squash the commits (so we do not end up nuking the file history with the two changes).\n'"
1337,19103858,b'Can we have a test case showing this scenario?\n'
1510,23496766,"b'We should not use this idiom to initialize the structure.\n\nInstead we should check if the structure is actually initialized.   So if we fail, we should either bail out, or record the fact that stat failed on a separate flag.\n'"
1528,23644701,b'Both of those changes break the embedding API.\n\nThis requires new API entry points to be added to provide the missing information.\n'
1833,31197017,b'What was the reason behind this change?\n'
3002,63457673,"b'Do you need to allocate the ""typespec"" at all?   You could likely store the actual value of the ""*typespec"" directly as the value of the hashtable.   You would save an allocation there.\n\nAnd then, to determine if the value was found, vs a 0 value in the hashtable, you can use `g_hash_table_lookup_extended`.\n'"
3000,63458008,"b'That is entirely under our control, and TBD.   \n'"
3149,66657556,"b""Isn't this a major blocker to get this landed?\n"""
3278,71083449,"b'Agreed, this is extracting a column from the database that should have two possible values FILE_CONTAINS_METADATA or FILE_CONTAINS_NO_METADATA.\n\nWhile currently harmless, as the only two possible values are 0 and 1, this is documented as being a flags field, and if this got more data in the future, the above would break.\n'"
3337,72647711,"b'This change looks strange, it would now only include this file if running on Android.\n\nWhy was this necessary?\n\nWe have two options, if we want it included on Android or if the header file is present, perhaps we should change that to be HAVE_ASM_SIGCONTEXT_H || PLATFORM_ANDROID\n\nIf the purpose was to avoid including the header file, I would like to know why :-)\n'"
3337,72647837,b'We should change this to:\n\n```\n#ifdef HAVE_SYS_TYPES_H\n#include <sys/types.h>\n#endif\n```\n'
3337,72647923,"b'For Alpine, perhaps we can detect and disable Boehm?\n\nI am not crazy about adding libc-specific defines.\n'"
3501,77171515,b'Thanks!\n'
3736,82391450,b'Good catch!   Just added it.\n'
3662,82449318,b'You have to do both a `make` that does a full build on Unix and then `make update-solution-files`\n'
3776,83647307,"b'My bad, just added this one to tell this one apart from the int version, which is limiting by design.\n'"
4123,92464537,"b'It does not.  \r\n\r\nThe ServerName extension is designed to share a single IP address with many different host names, so the server name must be a name ;-)\r\n\r\nIt is in the spec:\r\n\r\nhttps://tools.ietf.org/html/rfc3546#page-8'"
4168,92921929,"b'Small suggestion, as we should have caught this before, can we just have one long C string for this?\r\n\r\nWe avoid all those calls to prints'"
5305,131445559,"b'Not if `GCHandle.FromIntPtr` raises an exception.   My understanding is that Martin added that after someone from the runtime team asked for that, the original patch did not include it:\r\n\r\nhttps://gist.github.com/migueldeicaza/83edb2f9e80bdc9fb34d91a9068dc80d'"
5415,134371348,"b'Since this is user-visible change, could we update README.md as well to list this new option?'"
6307,159501179,"b'We should, someone might have undone code that historically did that that, but it is a bad practice.'"
6307,159501603,"b'Good idea, will try.'"
6773,165832952,"b'This is likely a good default, it will rarely be different - and the cases where it might be relevant (really odd cases), it should be easy to modify for anyone that cares.'"
7002,168263500,b'No clue what you mean.'
7002,168319182,b'Got it - done'
7046,168598542,"b'My feeling is that we should preserve both environment variables, in case things change in the future'"
7451,174157285,"b'Let us not assert here, a silent return is fine.'"
7451,174157408,b'Where does this get initialized?'
7451,174158448,"b'I dont think we need to be this drastic, just skip it on this scenario.'"
7451,174158516,"b'Too drastic, why?   Just ignore.'"
7451,174236140,"b'These are invoked via dynamic invocation, none of the APIs here are surfaced on the public API, for compatibility with the surface area of .NET'"
7941,178476643,"b'I copy pasted this from CoreCLR, I rather not change the style of the copy-pasted code.'"
7941,178476779,"b'We do in that file, just a couple of lines above ;-)\r\n\r\nI dont mind updating.'"
7941,178476784,b'What do you mean?'
7941,178549597,"b'I changed this to be ref, do we still need the check in that case?\r\n\r\nCoreCLR does not have that.'"
7941,178549616,"b'Good catch, thanks!'"
7941,178557205,"b'I changed my mind, I kept the .NET signature.'"
7941,178557286,b'Short version: done'
7941,178557343,"b""Added a check, just for sanity's sake."""
7941,179339005,"b'I rather not for code that is copy pasted, makes it simpler to track changes.'"
7941,179339765,b'Done'
8025,180272629,"b'Well, I could point out that this is a tiny leak on a one-off build, this is not a long running process.\r\n\r\nAnyways, patch attached.\r\n'"
8138,180560717,b'Whoa!   very good catch!   This is indeed broken code.'
3255,185878198,"b'This code will not really work, as tmp_dir at least has one scenario where a constant is assigned (just above).'"
8560,186153486,b'It reports an error already.'
8560,186153506,b'Adding'
8753,189265709,"b'Interesting, is this because there might be unmanaged state and we do not want to create a strong cycle, or something else?'"
9038,193296183,b'No - that is a bad style that someone went and added in recent years.   Undo that disaster please.'
9038,193296228,b'Older MacOS versions do not have COPYFILE_CLONE'
9038,193296382,"b'The top of the file uses #ifdef, the rest of the file uses #if.\r\n\r\nWont make this change.'"
9038,194225646,b'Good idea'
9281,197652723,"b'They are constants, so they should be the same.\r\n\r\nI wanted to get your opinion generally on the code so far that adds the capability.'"
9281,197657983,"b'You mean for the constant folding of floating point values, or the math operations that are being inlined?    I will check with RyuJIT is doing.'"
12120,243017610,"b'Will add a README file that explains it in more detail.\r\n\r\nI want the default to be just additive (ie, build the support in addition to everything I have).   The only will be the ""Just build the bare minimum and remove the C support that is not needed"", but I dont want to encourage that just yet\r\n\r\nThe reason for the latter is that I want to make it easy to reuse the same build across the current product and for core.   What i need to do is to fix the mcs/class Makefiles so we can do single-source builds for multiple builds (which we broke years ago, and I want to fix finally)'"
12120,243017689,"b'Eventually, like I said :-)'"
186,188412,b'This change does not appear to be valid?\n\nhttp://msdn.microsoft.com/en-us/library/system.net.ftpwebrequest.proxy.aspx\n'
186,188420,b'I think `return proxy ?? WebRequest.DefaultProxy;` would do the trick rather than having m_bProxySet.\n'
186,188430,"b'By the way, we also need to throw `ArgumentNullException` here if `value == null`; see http://msdn.microsoft.com/en-us/library/system.net.webclient.proxy.aspx\n'"
186,196364,b'Please rename to `proxy_set` or similar (follows our naming conventions).\n'
186,196366,b'Add space between `if` and `(`.\n'
187,207947,b'Please remove this white space.\n'
187,207951,b'Stylistic nitpick: Space before (.\n'
